,Class
229209,0
8902,0
267642,0
76645,0
52955,0
244969,0
228897,0
88454,0
101385,0
188294,0
266867,0
257024,0
270789,0
262564,0
190120,0
129071,0
258995,0
94539,0
198541,0
59769,0
254991,0
24830,0
3327,0
36998,0
199777,0
131897,0
16215,0
141412,0
39144,0
49538,0
270211,0
123048,0
140870,0
152461,0
92509,0
195034,0
27247,0
157165,0
261915,0
39849,0
76634,0
95283,0
172530,0
155217,0
69923,0
86240,0
99993,0
20824,0
4205,0
34818,0
108136,0
266939,0
57877,0
247634,0
199760,0
218462,0
34115,0
103635,0
47923,0
282342,0
231554,0
131308,0
27079,0
247922,0
114552,0
180038,0
114386,0
94032,0
42055,0
185014,0
70274,0
260409,0
178643,0
253574,0
88911,0
92804,0
268156,0
215851,0
144602,0
75815,0
198216,0
110772,0
203968,0
269828,0
119485,0
88834,0
214043,0
237058,0
58245,0
148800,0
177486,0
92744,0
114933,0
79890,0
170028,0
156265,0
166092,0
107189,0
262394,0
164995,0
92785,0
123176,0
262619,0
188692,0
252085,0
50437,0
81066,0
64302,0
187352,0
143419,0
99932,0
107272,0
43800,0
255706,0
237207,0
51937,0
166669,0
256243,0
192864,0
118846,0
118682,0
68780,0
153564,0
280415,0
192755,0
228867,0
71278,0
1086,0
116388,0
150987,0
179505,0
154872,0
4403,0
270747,0
25034,0
112006,0
74656,0
194635,0
62069,0
85959,0
132866,0
3725,0
74356,0
141927,0
161473,0
276083,0
154052,0
227562,0
65098,0
170169,0
185108,0
218519,0
104605,0
256887,0
67594,0
103596,0
67816,0
232263,0
183065,0
270859,0
209273,0
50467,0
99628,0
280732,0
52686,0
222591,0
154214,0
107597,0
261081,0
98681,0
99732,0
149636,0
97923,0
110981,0
119146,0
173913,0
218603,0
7677,0
211955,0
75423,0
201377,0
58156,0
233395,0
172459,0
61027,0
194095,0
156289,0
13836,0
22675,0
101916,0
166897,0
115712,0
144488,0
15158,0
187657,0
194848,0
151862,0
62161,0
62815,0
116430,0
159995,0
273753,0
210492,0
241457,0
190221,0
208404,0
48869,0
151731,0
71277,0
32615,0
49845,0
18072,0
72763,0
10574,0
83718,0
203017,0
281288,0
199138,0
233986,0
229630,0
155649,0
50192,0
87985,0
49622,0
156712,0
282479,0
163661,0
127308,0
89193,0
252812,0
7000,0
115174,0
168701,0
85515,0
108536,0
253836,0
188454,0
7260,0
101610,0
145868,0
161008,0
3990,0
145101,0
117971,0
220485,0
183281,0
27845,0
6289,0
120701,0
116204,0
178369,0
111247,0
90658,0
108201,0
86659,0
89679,0
66817,0
240561,0
196140,0
63516,0
114942,0
89584,0
178837,0
52789,0
240558,0
166705,0
151517,0
81711,0
255690,0
59313,0
134341,0
137756,0
99915,0
267380,0
150884,0
106457,0
251932,0
204985,0
122565,0
121530,0
41612,0
74830,0
165530,0
71902,0
92397,0
37266,0
255243,0
136604,0
54567,0
238829,0
172518,0
885,0
202086,0
146281,0
160713,0
190176,0
145025,0
248136,0
175062,0
259649,0
133300,0
50233,0
249732,0
73802,0
111877,0
107422,0
228156,0
228187,0
101440,0
36319,0
61470,0
152242,0
230570,0
141585,0
198057,0
281551,0
191989,0
44090,0
38276,0
263554,0
73854,0
105105,0
13383,0
93442,0
259965,0
154726,0
22328,0
227661,0
94185,0
89408,0
46024,0
205249,0
130676,0
143781,0
20551,0
37484,0
280400,0
171662,0
140822,0
145547,0
138797,0
274718,0
237037,0
44957,0
217300,0
15980,0
37347,0
265484,0
97966,0
240448,0
160430,0
252983,0
4535,0
102000,0
138011,0
255067,0
28766,0
7507,0
32271,0
258159,0
150347,0
41447,0
223135,0
264350,0
71068,0
189318,0
59910,0
144645,0
54835,0
173238,0
91746,0
171715,0
203073,0
246259,0
142495,0
76195,0
182838,0
235645,0
244058,0
179735,0
262235,0
12639,0
172541,0
117647,0
31200,0
102053,0
34143,0
53617,0
231923,0
14340,0
193149,0
256728,0
95986,0
143038,0
5857,0
149190,0
126132,0
237394,0
187682,0
36385,0
205775,0
236319,0
122078,0
188478,0
177122,0
185831,0
68461,0
13538,0
139184,0
22536,0
35250,0
146438,0
258001,0
246377,0
164089,0
61728,0
266936,0
28114,0
176836,0
216885,0
223630,0
270416,0
1235,0
213217,0
234821,0
138537,0
209626,0
161875,0
151747,0
62772,0
216898,0
202090,0
134047,0
157835,0
139762,0
36485,0
217664,0
230535,0
83068,0
132057,0
221,0
279996,0
124690,0
210393,0
283186,0
201938,0
109129,0
218405,0
265154,0
93108,0
152612,0
223956,0
4772,0
66934,0
273339,0
105590,0
82421,0
61708,0
103069,0
71926,0
22505,0
269264,0
25206,0
174477,0
178486,0
2725,0
89255,0
178656,0
183369,0
163431,0
208730,0
141245,0
123181,0
22527,0
15778,0
135337,0
66724,0
208732,0
68268,0
116260,0
104978,0
175418,0
155114,0
163010,0
109598,0
225600,0
61831,0
233818,0
170889,0
25841,0
167765,0
209546,0
205431,0
257997,0
243745,0
252522,0
32971,0
101182,0
259224,0
94336,0
172577,0
53114,0
224677,0
52256,0
43458,0
284094,0
106018,0
261679,0
139820,0
162098,0
33010,0
32437,0
202186,0
63788,0
195653,0
107206,0
165511,0
272119,0
23639,0
95671,0
275326,0
221309,0
180214,0
33735,0
188882,0
66703,0
195388,0
186210,0
95574,0
88417,0
92367,0
252106,0
224884,0
58543,0
28387,0
71403,0
70759,0
266943,0
126760,0
212170,0
207972,0
149697,0
65977,0
111697,0
240425,0
238943,0
17493,0
160158,0
201844,0
29143,0
202003,0
84489,0
159932,0
120602,0
169835,0
127084,0
64639,0
196585,0
107701,0
247079,0
154974,0
271438,0
261430,0
191211,0
251031,0
170223,0
107106,0
247340,0
219544,0
40962,0
192313,0
260508,0
208954,0
38668,0
167565,0
63218,0
205121,0
237272,0
161802,0
174970,0
135087,0
234165,0
139885,0
258086,0
194242,0
12321,0
156703,0
190617,0
254496,0
69858,0
116876,0
265202,0
79053,0
281304,0
167121,0
81907,0
142525,0
122190,0
268850,0
41737,0
63363,0
113724,0
254848,0
110561,0
70438,0
59054,0
1224,0
172049,0
85712,0
117406,0
182490,0
233736,0
32659,0
7824,0
22446,0
240054,0
106304,0
131080,0
53163,0
234306,0
80943,0
174639,0
99734,0
208641,0
76734,0
199769,0
207554,0
116221,0
32103,0
48348,0
161559,0
275069,0
149194,0
218005,0
255413,0
260454,0
251234,0
140434,0
273708,0
212591,0
32247,0
242753,0
269304,0
25016,0
242884,0
119463,0
156764,0
37594,0
237573,0
178556,0
69422,0
236363,0
12325,0
240901,0
260963,0
111100,0
71216,0
40202,0
20851,0
38358,0
51808,0
140757,0
160735,0
148405,0
277218,0
156506,0
88937,0
246988,0
86293,0
20678,0
167327,0
43924,0
67048,0
166551,0
24117,0
147753,0
34586,0
244981,0
207689,0
1295,0
158833,0
269771,0
231788,0
236258,0
29260,0
259888,0
41724,0
49908,0
50309,0
42068,0
223657,0
41676,0
272340,0
190609,0
281046,0
23286,0
184097,0
271723,0
116954,0
171736,0
4659,0
62427,0
183543,0
267128,0
48312,0
362,0
210989,0
203757,0
128770,0
163036,0
270753,0
77558,0
65052,0
225153,0
145739,0
279770,0
113580,0
181097,0
216041,0
89033,0
104164,0
39134,0
24108,0
32072,0
113946,0
254199,0
276137,0
283428,0
166195,0
240340,0
147660,0
263225,0
112327,0
205199,0
67479,0
86607,0
283471,0
41200,0
33862,0
76735,0
78967,0
28703,0
80323,0
51869,0
7068,0
15593,0
133793,0
189922,0
43827,0
98244,0
200108,0
205614,0
27111,0
50903,0
228765,0
138737,0
167709,0
184624,0
251003,0
148656,0
234103,0
222312,0
35639,0
217950,0
215575,0
159726,0
253494,0
104314,0
258610,0
80904,0
248071,0
261742,0
172655,0
13477,0
145797,0
9875,0
106145,0
178594,0
1846,0
50330,0
65760,0
242008,0
58995,0
177902,0
77464,0
206259,0
48627,0
97575,0
131180,0
125963,0
137457,0
109529,0
196891,0
30611,0
118458,0
38335,0
35321,0
26186,0
39257,0
89162,0
29186,0
117831,0
105811,0
206998,0
43242,0
226068,0
204266,0
106465,0
93247,0
71914,0
106756,0
226302,0
221063,0
13379,0
128135,0
190482,0
174246,0
276122,0
283861,0
211240,0
278109,0
181830,0
192670,0
278516,0
266670,0
236596,0
181103,0
75336,0
53515,0
271384,0
74411,0
17794,0
281274,0
169576,0
232895,0
234901,0
142627,0
68001,0
4796,0
136979,0
15278,0
87077,0
121047,0
178980,0
248865,0
163102,0
179506,0
131357,0
82110,0
153087,0
157235,0
130391,0
259818,0
151088,0
35848,0
69617,0
106839,0
15159,0
233650,0
21757,0
228268,0
189145,0
194244,0
197607,0
164011,0
26390,0
156178,0
170286,0
16334,0
201727,0
275228,0
241733,0
214315,0
92333,0
133681,0
270660,0
38524,0
67489,0
174286,0
151207,0
195627,0
264711,0
92701,0
187085,0
105208,0
154365,0
99657,0
273585,0
149537,0
137358,0
79708,0
166788,0
114965,0
55938,0
68771,0
198514,0
281389,0
183715,0
148763,0
144095,0
199055,0
39175,0
110307,0
172116,0
233755,0
212123,0
73320,0
121877,0
255056,0
265895,0
176437,0
140456,0
152154,0
176004,0
28384,0
20340,0
215233,0
135652,0
273614,0
250935,0
169054,0
150304,0
196786,0
30778,0
74736,0
115211,0
202121,0
152986,0
195559,0
217529,0
49961,0
165643,0
25013,0
140427,0
47154,0
132938,0
90243,0
93138,0
160924,0
272020,0
45466,0
193641,0
122440,0
124345,0
11947,0
279918,0
126408,0
208728,0
183755,0
268605,0
46801,0
268099,0
83161,0
246212,0
227978,0
255675,0
75373,0
162906,0
65927,0
29966,0
2718,0
237611,0
46723,0
190035,0
3279,0
263946,0
14051,0
263728,0
93670,0
6136,0
181713,0
209381,0
99767,0
92970,0
2006,0
11852,0
114032,0
153591,0
242542,0
79642,0
70393,0
243203,0
81771,0
5234,0
5591,0
143083,0
272997,0
282088,0
36879,0
75873,0
204618,0
104525,0
37174,0
219494,0
61561,0
2038,0
151557,0
206847,0
3054,0
218952,0
198892,0
164840,0
155316,0
30410,0
174057,0
274780,0
62572,0
97306,0
246611,0
217031,0
163771,0
168430,0
129392,0
107678,0
184619,0
240991,0
190667,0
99179,0
92000,0
101754,0
197707,0
60751,0
277791,0
132160,0
164126,0
89654,0
175951,0
189365,0
39808,0
48183,0
159041,0
32296,0
248063,0
146085,0
169326,0
103822,0
71438,0
90424,0
278792,0
40195,0
242852,0
181530,0
266646,0
191689,0
179476,0
94780,0
42334,0
269958,0
159835,0
263714,0
34939,0
165012,0
118716,0
225502,0
83517,0
240422,0
270572,0
227985,0
104729,0
263115,0
252683,0
12732,0
241501,0
2675,0
30490,0
257792,0
228968,0
179773,0
58657,0
85382,0
140186,0
279927,0
47453,0
186419,0
274654,0
81723,0
49029,0
49289,0
70372,0
117843,0
103653,0
51759,0
191607,0
245508,0
50419,0
30300,0
198185,0
212892,0
180520,0
229628,0
155840,0
197476,0
219702,0
201561,0
180971,0
98755,0
6526,0
171278,0
278127,0
97163,0
104024,0
67861,0
111714,0
126388,0
109925,0
76306,0
31675,0
42596,0
225682,0
78564,0
12355,0
143598,0
196644,0
159749,0
167208,0
177373,0
248750,0
134970,0
279886,0
128071,0
194121,0
158726,0
252517,0
280353,0
81361,0
128907,0
113387,0
94223,0
51067,0
107425,0
181931,0
182141,0
148225,0
186658,0
133753,0
175636,0
166701,0
266085,0
275514,0
71145,0
275559,0
221473,0
235733,0
121575,0
209236,0
69679,0
1127,0
163588,0
262547,0
104237,0
163569,0
123802,0
231171,0
186065,0
160186,0
96539,0
146767,0
168279,0
171985,0
81713,0
90028,0
173248,0
271639,0
64890,0
198225,0
32302,0
171873,0
262131,0
93766,0
194081,0
184275,0
190475,0
156093,0
25824,0
261319,0
194610,0
18684,0
225768,0
246743,0
190261,0
167757,0
6907,0
10005,0
225478,0
232308,0
88230,0
207318,0
122059,0
11713,0
194055,0
151685,0
283352,0
194942,0
10414,0
278544,0
153838,0
277608,0
218609,0
205564,0
236070,0
205748,0
11840,0
168404,0
33712,0
122846,0
273078,0
156885,0
174362,0
204917,0
124950,0
264909,0
87261,0
33771,0
18511,0
214621,0
159483,0
130607,0
14228,0
276882,0
144992,0
231933,0
271227,0
261238,0
178525,0
209799,0
111823,0
37970,0
164566,0
5810,0
263011,0
1416,0
226081,0
256881,0
33827,0
82263,0
62518,0
4822,0
127173,0
279995,0
57576,0
185678,0
27205,0
75417,0
929,0
163892,0
234550,0
244371,0
112374,0
170666,0
66885,0
161421,0
81629,0
77102,0
80640,0
1976,0
279779,0
1527,0
59646,0
137204,0
261049,0
218047,0
40798,0
274145,0
77560,0
79964,0
201756,0
44416,0
20830,0
234630,0
154822,0
118512,0
263891,0
102329,0
77854,0
89079,0
203035,0
169851,0
227573,0
176678,0
147905,0
157558,0
176819,0
134149,0
154098,0
98435,0
61917,0
81027,0
95355,0
157430,0
96138,0
12145,0
60658,0
128572,0
238890,0
16325,0
89741,0
5321,0
177322,0
191692,0
132023,0
101099,0
250286,0
230043,0
263021,0
116329,0
62010,0
187400,0
38143,0
265844,0
197901,0
112543,0
122649,0
231708,0
240614,0
129609,0
123166,0
55374,0
280909,0
141593,0
188173,0
38340,0
263784,0
127788,0
146849,0
4545,0
178429,0
57054,0
271669,0
179192,0
235748,0
187719,0
70302,0
204634,0
261801,0
90620,0
209880,0
173291,0
243102,0
203835,0
243332,0
145095,0
20370,0
228266,0
87812,0
216058,0
283286,0
113118,0
284787,0
150864,0
184172,0
98419,0
160853,0
252739,0
154704,0
187030,0
203756,0
128466,0
88735,0
36316,0
52351,0
49937,0
83759,0
71482,0
240147,0
220022,0
265164,0
41177,0
80678,0
51187,0
89645,0
196857,0
210838,0
140485,0
17832,0
260979,0
191486,0
35143,0
68177,0
249902,0
228004,0
78447,0
232836,0
261670,0
158728,0
118510,0
149366,0
102251,0
53279,0
234593,0
140255,0
142422,0
233282,0
201493,0
229671,0
660,0
49478,0
269523,0
774,0
188653,0
165442,0
119407,0
77243,0
44444,0
27815,0
174967,0
22276,0
183197,0
184912,0
63097,0
78870,0
247862,0
214900,0
26168,0
53038,0
189452,0
4421,0
282001,0
224729,0
180590,0
155235,0
19319,0
189972,0
140698,0
218821,0
207114,0
175580,0
69996,0
78441,0
13696,0
280264,0
284603,0
147275,0
115165,0
191583,0
164383,0
12510,0
219837,0
44734,0
230218,0
142929,0
32809,0
159792,0
184390,0
278653,0
124200,0
167857,0
245098,0
152194,0
65001,0
272722,0
86421,0
52526,0
210082,0
31955,0
161516,0
84285,0
123250,0
187000,0
2130,0
95443,0
172419,0
11565,0
80034,0
273346,0
204611,0
146020,0
132358,0
224239,0
21776,0
282373,0
202952,0
51367,0
55126,0
123656,0
196047,0
56978,0
157724,0
191682,0
21252,0
33145,0
166569,0
158902,0
199366,0
251765,0
266929,0
133073,0
263194,0
115961,0
260031,0
78888,0
58391,0
135201,0
175622,0
231755,0
160685,0
97761,0
243177,0
132119,0
283889,0
46921,0
92763,0
277762,0
194587,0
86060,0
114554,0
139454,0
243127,0
185797,0
174078,0
238158,0
185918,0
159398,0
206370,0
52524,0
48840,0
168737,0
143355,0
107138,0
222882,0
147665,0
66110,0
106271,0
60577,0
167719,0
195308,0
113972,0
135359,0
204020,0
265382,0
183547,0
22311,0
102678,0
184508,0
69161,0
237247,0
162238,0
22171,0
68703,0
50639,0
267946,0
138646,0
64226,0
86409,0
87225,0
104652,0
43420,0
58237,0
181194,0
176117,0
40705,0
248648,0
148185,0
278265,0
116061,0
254925,0
115319,0
56156,0
134010,0
108361,0
259200,0
128195,0
183750,0
46367,0
72278,0
632,0
274122,0
208648,0
59864,0
119835,0
275233,0
93527,0
283614,0
87650,0
60830,0
3077,0
14001,0
125623,0
126602,0
120025,0
27748,0
153374,0
212382,0
229877,0
6669,0
6155,0
51333,0
238732,0
231394,0
167150,0
91711,0
66173,0
117505,0
78811,0
281037,0
100553,0
223351,0
107987,0
153508,0
173706,0
207395,0
193748,0
218059,0
258924,0
86890,0
140796,0
84364,0
102680,0
175886,0
121090,0
275101,0
255461,0
195177,0
273202,0
45274,0
27446,0
171916,0
196261,0
170502,0
253587,0
16181,0
278077,0
260197,0
79399,0
103349,0
276543,0
40631,0
281411,0
133925,0
60398,0
99474,0
32625,0
42788,0
52170,0
217176,0
247763,0
58287,0
228364,0
197684,0
33032,0
66692,0
124864,0
71283,0
269639,0
50334,0
269058,0
94636,0
34631,0
192312,0
154064,0
65869,0
228040,0
262116,0
56018,0
46384,0
49065,0
218475,0
187962,0
89596,0
70598,0
207157,0
42909,0
15260,0
54788,0
90157,0
241920,0
205194,0
276386,0
164760,0
108936,0
75150,0
194854,0
234251,0
33917,0
22162,0
66453,0
206990,0
55137,0
186815,0
189459,0
173076,0
213573,0
212173,0
2302,0
8854,0
211654,0
47745,0
67246,0
250087,0
115139,0
63360,0
254594,0
209036,0
123697,0
257807,0
76299,0
16937,0
168895,0
251038,0
168314,0
271712,0
120141,0
76078,0
155751,0
20564,0
186680,0
67321,0
90160,0
212415,0
243426,0
4982,0
13068,0
29154,0
228267,0
101858,0
240814,0
6999,0
156602,0
112886,0
89715,0
67080,0
263730,0
174103,0
166233,0
55116,0
175215,0
34868,0
55065,0
111510,0
152304,0
233112,0
161213,0
283434,0
32748,0
257155,0
219001,0
44114,0
205526,0
158071,0
69047,0
107566,0
217130,0
216926,0
257349,0
154793,0
65075,0
132754,0
35451,0
10725,0
36039,0
146309,0
44208,0
30402,0
226478,0
263638,0
84332,0
132954,0
111511,0
240107,0
137109,0
167146,0
86976,0
218590,0
197618,0
223940,0
1057,0
246599,0
204185,0
115573,0
181699,0
149355,0
236763,0
140992,0
205374,0
173942,0
32415,0
273969,0
166516,0
14420,0
84642,0
28838,0
269399,0
243103,0
16247,0
255020,0
36427,0
180831,0
44389,0
80660,0
101399,0
151378,0
214562,0
278406,0
48335,0
162392,0
95917,0
1741,0
276763,0
270164,0
64819,0
221607,0
85906,0
194874,0
154875,0
184571,0
229625,0
83510,0
215721,0
126571,0
284169,0
238947,0
149165,0
67223,0
51423,0
1534,0
6382,0
221290,0
220789,0
196298,0
281752,0
72849,0
282371,0
253631,0
223408,0
177167,0
49851,0
144775,0
56120,0
199959,0
5241,0
140659,0
247674,0
243756,0
53725,0
90133,0
65421,0
222494,0
257626,0
194598,0
226653,0
2680,0
155457,0
76903,0
123148,0
56946,0
274092,0
267081,0
86753,0
9456,0
260253,0
117212,0
126574,0
70070,0
250657,0
38449,0
164261,0
33280,0
140169,0
77543,0
221138,0
123737,0
103882,0
235898,0
139636,0
50179,0
42781,0
61522,0
219453,0
175444,0
280228,0
206915,0
193427,0
169670,0
95143,0
182453,0
278154,0
171303,0
62200,0
53934,0
7492,0
114199,0
255234,0
26388,0
254365,0
19950,0
187123,0
22626,0
231665,0
273673,0
94809,0
25810,0
245688,0
216950,0
239255,0
168007,0
46107,0
174443,0
77555,0
12086,0
177301,0
180925,0
197831,0
125410,0
118975,0
211451,0
202443,0
230315,0
265244,0
229045,0
124852,0
59634,0
263877,1
240994,0
229028,0
130547,0
76096,0
158471,0
23240,0
213695,0
217358,0
157946,0
172941,0
36621,0
263318,0
8302,0
224290,0
98433,0
273097,0
253015,0
150888,0
159323,0
141913,0
83625,0
275680,0
165463,0
190559,0
95583,0
131558,0
43040,0
214486,0
277080,0
217084,0
231213,0
85611,0
74028,0
199864,0
259406,0
95656,0
270323,0
225868,0
88339,0
35190,0
242135,0
44526,0
298,0
266017,0
98625,0
215576,0
73342,0
67506,0
155058,0
51373,0
62687,0
73682,0
176477,0
234322,0
86283,0
177604,0
170575,0
254983,0
80720,0
278100,0
178747,0
136070,0
144885,0
80267,0
226955,0
24159,0
15615,0
203412,0
94424,0
54475,0
281267,0
66489,0
187650,0
240205,0
172304,0
168191,0
207590,0
246440,0
215398,0
219709,0
242670,0
167464,0
236218,0
240565,0
221681,0
94165,0
12173,0
157892,0
249176,0
100878,0
28627,0
223815,0
27851,0
114256,0
68726,0
36461,0
258926,0
177331,0
270254,0
72872,0
123774,0
265449,0
104837,0
77655,0
209858,0
76330,0
248598,0
118308,1
33552,0
203685,0
182406,0
36092,0
281553,0
52974,0
153899,0
106910,0
152833,0
110758,0
90065,0
164122,0
218067,0
95436,0
140535,0
206001,0
66319,0
173520,0
164878,0
83087,0
169118,0
149925,0
128141,0
146913,0
179142,0
249788,0
114669,0
82560,0
29753,0
267177,0
191519,0
21822,0
75182,0
278097,0
81090,0
46054,0
261540,0
258434,0
137169,0
280455,0
227449,0
114812,0
84334,0
225338,0
180196,0
164822,0
45969,0
99077,0
283540,0
176908,0
122727,0
232638,0
271664,0
215445,0
177956,0
148708,0
114948,0
211065,0
149045,0
58607,0
282607,0
152189,0
237818,0
5865,0
40993,0
154371,1
163689,0
281955,0
282824,0
53650,0
97267,0
216296,0
205889,0
41362,0
165623,0
276437,0
247648,0
245275,0
61512,0
235619,0
205915,0
124685,0
61941,0
50945,0
175004,0
126811,0
64867,0
265923,0
124699,0
109563,0
68092,0
167438,0
120512,0
8160,0
267378,0
191490,0
276199,0
190661,0
47620,0
174752,0
224985,0
39490,0
54205,0
175068,0
150282,0
142147,0
84474,0
90279,0
241018,0
88498,0
209503,0
83950,0
162056,0
23526,0
57938,0
134250,0
167015,0
7092,0
139108,0
11616,0
211184,0
186482,0
259538,0
67362,0
278899,0
112417,0
13212,0
211489,0
23210,0
95484,0
178182,0
56638,0
4058,0
250973,0
256090,0
248943,0
200558,0
101072,0
3669,0
156344,0
27485,0
136461,0
11854,0
60691,0
238194,0
104121,0
91024,0
4709,0
92396,0
21126,0
256212,0
30792,0
64300,0
234252,0
174189,0
119288,0
186396,0
253469,0
283617,0
247355,0
124562,0
207016,0
40419,0
22993,0
263185,0
98208,0
98617,0
142252,0
62444,0
89018,0
265526,0
228295,0
148973,0
239686,0
207823,0
175350,0
156298,0
232887,0
255489,0
214507,0
10642,0
8931,0
73646,0
147454,0
3778,0
267133,0
41563,0
263983,0
206288,0
7860,0
261324,0
101464,0
212767,0
102069,0
227513,0
100007,0
275007,0
42216,0
171034,0
140568,0
49127,0
273058,0
57025,0
58690,0
7437,0
146058,0
197232,0
183431,0
183443,0
60800,0
51583,0
13066,0
251511,0
67539,0
203434,0
50656,0
270378,0
280020,0
30629,0
90076,0
170578,0
163946,0
277717,0
260444,0
259462,0
218539,0
233831,0
33402,0
140699,0
278123,0
204924,0
259138,0
186397,0
272835,0
203398,0
165897,0
163104,0
278149,0
45165,0
39335,0
196168,0
220896,0
17797,0
229439,0
197945,0
279207,0
156048,0
161115,0
118021,0
172584,0
105956,0
53299,0
30918,0
68962,0
26179,0
72841,0
201963,0
166622,0
186974,0
117297,0
145960,0
281962,0
148886,0
115612,0
61959,0
53851,0
159279,0
154900,0
122284,0
279758,0
59464,0
82545,0
198199,0
165077,0
52512,0
201927,0
159883,0
172330,0
83143,0
275801,0
271550,0
103342,0
78471,0
62042,0
6848,0
96657,0
64688,0
130653,0
266537,0
174873,0
122313,0
186758,0
236511,0
77587,0
86764,0
151483,0
233477,0
209666,0
77782,0
236223,0
158370,0
62650,0
204003,0
272175,0
227059,0
226234,0
244339,0
32238,0
6663,0
84869,0
220057,0
15139,0
10866,0
190333,0
38330,0
188290,0
10355,0
26443,0
277102,0
14138,0
141888,0
124874,0
202108,0
170756,0
171679,0
160238,0
175796,0
109510,0
219648,0
1250,0
127632,0
279283,0
64983,0
178978,0
78067,0
168909,0
206552,0
276132,0
251836,0
142420,0
42455,0
59412,0
259456,0
154840,0
281874,0
99985,0
127934,0
55056,0
152616,0
184618,0
24854,0
126061,0
31519,0
59503,0
185205,0
49806,0
198479,0
175818,0
214674,0
150370,0
196768,0
104394,0
171168,0
58346,0
20466,0
262099,0
189391,0
153542,0
214916,0
228696,0
140365,0
79209,0
8507,0
98516,0
170334,0
248249,0
225015,0
206926,0
63712,0
44706,0
221841,0
157186,0
215049,0
106805,0
15422,0
53818,0
116625,0
109909,0
214192,0
101292,0
235135,0
201214,0
75311,0
210152,0
178507,0
200428,0
161263,0
276229,0
98800,0
242298,0
160375,0
42902,0
4072,0
163499,0
51596,0
203129,0
105663,0
38525,0
40366,0
245999,0
59893,0
38427,0
98659,0
12881,0
273555,0
10813,0
202575,0
268103,0
221214,0
50632,0
216167,0
237119,0
89351,0
65327,0
258266,0
148621,0
1446,0
205560,0
62800,0
203086,0
107953,0
170151,0
153237,0
201823,0
241704,0
253937,0
277528,0
118017,0
282316,0
171015,0
129883,0
233241,0
194970,0
154107,0
179188,0
250984,0
246185,0
231127,0
11975,0
28016,0
253504,0
128980,0
3994,0
177400,0
84659,0
216458,0
134913,0
179441,0
89933,0
82669,0
156282,0
238440,0
216975,0
274071,0
212675,0
133160,0
181547,0
262796,0
235206,0
47912,0
238029,0
275812,0
225930,0
102149,0
56983,0
215709,0
256775,0
154572,0
135604,0
123004,0
234263,0
252456,0
156433,0
130073,0
55533,0
38194,0
250515,0
166535,0
139114,0
200085,0
64109,0
208230,0
111521,0
149056,0
153159,0
207797,0
217870,0
131243,0
260316,0
264228,0
167033,0
24494,0
165971,0
39763,0
219272,0
239853,0
253148,0
115648,0
254715,0
6124,0
72411,0
33789,0
79188,0
102999,0
164913,0
190558,0
88504,0
6003,0
245943,0
68244,0
197279,0
114344,0
67032,0
30095,0
26630,0
281557,0
158781,0
122005,0
103416,0
49802,0
232212,0
164548,0
147366,0
221547,0
82286,0
245687,0
180959,0
92405,0
567,0
12411,0
254408,0
211931,0
240800,0
259724,0
174854,0
268095,0
75979,0
211479,0
19753,0
253354,0
85576,0
44073,0
121073,0
261819,0
270655,0
70133,0
126261,0
219021,0
145849,0
271666,0
235450,0
128271,0
134731,0
66636,0
127468,0
48536,0
73716,0
159453,0
16073,0
146159,0
180280,0
120576,0
30824,0
145217,0
735,0
92439,0
93549,0
265898,0
42429,0
195472,0
88852,0
166025,0
182914,0
23355,0
76281,0
138180,0
229261,0
203170,0
24289,0
100222,0
161487,0
148167,0
224629,0
240902,0
89701,0
247007,0
225176,0
176311,0
228707,0
28061,0
21674,0
144743,0
111400,0
136446,0
164526,0
120790,0
243219,0
182531,0
85268,0
263200,0
95676,0
183355,0
26638,0
248414,0
129431,0
212446,0
161785,0
108989,0
89201,0
13402,0
80397,0
199773,0
45799,0
220751,0
211426,0
91048,0
234922,0
81310,0
162435,0
29931,0
247127,0
227613,0
244675,0
158406,0
9477,0
173169,0
259250,0
34360,0
108736,0
109854,0
142215,0
103959,0
182571,0
164963,0
243734,0
48413,0
229283,0
118364,0
248313,0
149750,0
69336,0
44210,0
127369,0
5625,0
201176,0
32586,0
20573,0
40854,0
66555,0
111528,0
223763,0
5667,0
168866,0
182711,0
254854,0
133985,0
130609,0
27895,0
67336,0
45387,0
76469,0
257270,0
170226,0
230494,0
101250,0
222888,0
253692,0
148201,0
246002,0
231368,0
243619,0
157734,0
119763,0
233939,0
241752,0
281445,0
193968,0
75178,0
254138,0
27008,0
134818,0
63090,0
268632,0
186972,0
26721,0
99617,0
230794,0
82390,0
37577,0
58377,0
227185,0
82480,0
93101,0
183737,0
117663,0
215673,0
275352,0
100184,0
438,0
40746,0
12664,0
32755,0
256032,0
690,0
114061,0
259553,0
126860,0
7273,0
19859,0
172611,0
28415,0
35161,0
180574,0
195672,0
55123,0
206226,0
89807,0
239796,0
56865,0
224149,0
52422,0
60499,0
101017,0
64677,0
245872,0
191483,0
81675,0
126482,0
156626,0
111493,0
43693,0
166571,0
86973,0
123603,0
26446,0
69897,0
231630,0
66779,0
92608,0
244137,0
184836,0
203626,0
53280,0
88809,0
58290,0
225393,0
259802,0
9655,0
13620,0
41700,0
26918,0
56099,0
205544,0
88142,0
84206,0
135178,0
28143,0
35982,0
104286,0
150965,0
75533,0
53834,0
239252,0
21379,0
166273,0
236851,0
10294,0
155471,0
174142,0
251495,0
209681,0
96747,0
